RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishRoundTimeSecs,TotalFightDurationSecs,RedWin,BlueWin,RedWinPercentage,BlueWinPercentage
Fabricio Werdum,Alexander Gustafsson,0.8144144144144144,0.34600000000000003,0.33116883116883117,0.01665863182816434,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,2,0,0,4.02,0.4,0.4,1.56,0.39,6,6,42,3,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205,2,0,0,3.61,0.52,1.1,1.71,0.31,6,9,71,3,0,0,6,6,10,0,22,Orthodox,193.04,195.58,231,42,33,0,0,0,-12,-3,-29,0,-1,-8,2.54,5.08,-9,0.41,-0.7,-0.15,1.0,7.0,14.0,,,,,14.0,,,,,,,,,,,,,7.0,,,,,,,,,Blue,SUB,Armbar,1.0,2:30,150.0,0.3661971830985916,0.115625,0.182720953326713,0.4391052195526098,0.4496124031007752,0.11494252873563218,150.0,150.0,True,False,inf,0.0
Carla Esparza,Marina Rodriguez,0.772972972972973,0.4072,0.18181818181818182,0.03608655390744377,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Strawweight,FEMALE,3,0,2,2,5.6,0.5,0.2,0.48,0.33,2,0,12,0,0,0,2,0,0,0,2,Orthodox,167.64,165.1,115,0,3,0,2.3,0.41,0.3,3.28,0.33,3,4,32,2,1,1,4,0,1,0,7,Orthodox,154.94,160.02,115,32,33,0,-1,-1,-5,-4,-20,-2,0,-1,12.7,5.08,1,3.3,-0.1,-2.8,1.0,9.0,7.0,,,7.0,,,,,,,,,,,,,9.0,,,,,,,,,,,Red,S-DEC,Unknown,3.0,5:00,900.0,0.22535211267605637,0.026562499999999996,0.27209533267130087,0.3396851698425849,0.6976744186046512,0.17385057471264367,300.0,900.0,True,False,1.0,0.5
Paul Craig,Gadzhimurad Antigulov,0.6713513513513513,0.524,0.08830220779220779,0.07870970119458837,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,MALE,3,2,0,0,2.32,0.51,3.5,8.7,0.41,2,2,4,0,0,0,0,0,2,0,2,Orthodox,180.34,177.8,205,0,1,1,2.33,0.48,1.5,1.65,0.21,1,4,18,0,0,0,0,0,4,0,4,Orthodox,190.5,193.04,205,32,33,2,-1,1,-2,-2,-14,0,0,-2,-10.16,-15.24,1,-0.01,2.0,7.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1.0,2:06,126.0,0.33978873239436624,0.265625,0.12115193644488581,0.2651201325600663,0.27906976744186046,0.17385057471264367,126.0,126.0,True,False,0.75,0.0
Alex Oliveira,Peter Sobotta,0.6551351351351351,0.538,0.06486376623376623,0.10580647468886517,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,MALE,3,1,0,0,2.17,0.39,0.6,1.76,0.35,2,5,22,0,0,0,2,1,1,0,4,Southpaw,182.88,190.5,170,0,1,0,2.88,0.5,0.6,2.69,0.37,4,6,39,0,0,1,2,4,3,0,10,Orthodox,180.34,193.04,170,32,33,1,-1,-2,-6,-1,-17,0,-3,-2,2.54,-2.54,1,-0.71,0.0,-0.93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.182720953326713,0.26926263463131733,0.24806201550387597,0.28160919540229884,300.0,900.0,True,False,0.3333333333333333,0.0
Khamzat Chimaev,Rhys McKee,0.27027027027027023,0.76,0.0038961038961038957,0.5354838829552547,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,0,1,0,6.94,0.82,2.4,4.84,1.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,26,30,0,-1,-1,-1,0,-2,0,0,-1,-2.54,-5.08,4,-6.94,-2.4,-4.84,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:09,189.0,0.31338028169014087,0.53125,0.09334657398212512,0.48881524440762225,0.2124031007751938,0.4252873563218391,189.0,189.0,True,False,1.5,0.0
Francisco Trinaldo,Jai Herbert,0.6724324324324324,0.5232,0.09042454545454547,0.07716131413777254,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,155,0,2,0,3.13,0.43,0.5,1.02,0.44,7,6,53,0,0,1,8,4,2,0,15,Southpaw,175.26,177.8,155,41,32,0,-2,-7,-15,-6,-53,0,-4,-2,10.16,7.62,-9,-3.13,-0.5,-1.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,1:30,450.0,0.24295774647887325,0.13125,0.182720953326713,0.48881524440762225,0.29457364341085274,0.18821839080459768,90.0,690.0,True,False,1.0,0.5
Nicolas Dalby,Jesse Ronson,0.6252252252252252,0.562,0.04251402597402597,0.1522580863933397,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,MALE,3,3,0,0,3.09,0.46,0.3,0.67,0.4,0,3,9,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,0,1,1,3.03,0.38,0.0,1.8,0.45,1,2,15,0,0,1,1,0,0,0,2,Orthodox,180.34,187.96,170,35,34,3,-1,-1,-2,1,-6,0,0,0,-2.54,-5.08,-1,0.06,0.3,-1.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:48,168.0,0.19190140845070425,0.1875,0.2025819265143992,0.48881524440762225,0.27906976744186046,0.2672413793103448,168.0,168.0,False,True,1.0,0.5
Tom Aspinall,Jake Collier,0.6205405405405405,0.5680000000000001,0.04022233766233767,0.16387098931945834,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,0,1,0,4.15,0.39,0.5,0.72,0.23,1,3,14,0,0,1,1,1,0,0,3,Orthodox,190.5,198.12,205,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,195.58,256,27,31,0,1,1,3,3,14,0,1,0,-5.08,2.54,4,4.15,0.5,0.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:45,45.0,0.27816901408450706,0.1796875,0.23237338629592852,0.3935376967688484,0.13643410852713178,0.339080459770115,45.0,45.0,True,False,1.3333333333333333,0.2
Movsar Evloev,Mike Grundy,0.6486486486486486,0.5444,0.05844155844155843,0.11819357114339171,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,MALE,3,0,1,0,3.4,0.58,0.0,1.55,0.33,1,0,2,0,0,0,0,1,0,0,1,Orthodox,170.18,182.88,145,0,2,0,4.03,0.38,0.0,4.5,0.33,2,0,6,0,0,0,2,0,0,0,2,Orthodox,170.18,182.88,145,26,33,0,-1,-1,-1,0,-4,0,1,0,0.0,0.0,7,-0.63,0.0,-2.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.19190140845070425,0.1484375,0.2522343594836147,0.33140016570008285,0.33333333333333337,0.3103448275862069,300.0,900.0,True,False,1.5,0.0
Tanner Boser,Raphael Pessoa,0.6205405405405405,0.5680000000000001,0.04022233766233767,0.16387098931945834,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,0,1,0,2.4,0.25,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,190.5,198.12,262,0,1,0,4.28,0.5,0.0,0.0,0.0,1,1,7,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,255,28,31,0,0,0,-1,0,-3,0,-1,0,2.54,7.62,3,-1.88,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,2:36,456.0,0.11619718309859156,0.203125,0.47070506454816285,0.4142502071251036,0.24496124031007752,0.25287356321839083,156.0,456.0,True,False,0.6,0.0
Bethe Correia,Pannie Kianzad,0.7679279279279279,0.4152,0.16363636363636364,0.04133814086869314,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,4.03,0.41,0.4,0.4,0.2,1,2,8,1,0,0,1,0,0,0,1,Orthodox,170.18,167.64,135,0,1,1,4.47,0.44,0.0,0.37,0.2,3,4,27,1,0,2,2,1,0,0,5,Orthodox,165.1,162.56,135,37,28,0,0,-2,-4,-2,-19,0,-1,0,5.08,5.08,-9,-0.44,0.4,0.03,1.0,,13.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.2183098591549296,0.09375,0.47070506454816285,0.3396851698425849,0.5581395348837209,0.32471264367816094,300.0,900.0,False,True,0.0,1.0
Ramazan Emeev,Niklas Stolze,0.5765765765765766,0.6000000000000001,0.02597402597402597,0.22580647159209105,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,182.88,170,1,0,0,2.38,0.43,0.2,1.5,0.22,3,1,12,0,0,0,3,0,0,0,3,Southpaw,177.8,193.04,170,33,27,-1,0,-3,-3,-1,-12,0,0,0,5.08,-10.16,-6,-2.38,-0.2,-1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.24647887323943662,0.265625,0.1727904667328699,0.45567522783761394,0.37209302325581395,0.2959770114942529,300.0,900.0,True,False,inf,0.0
Nathaniel Wood,John Castaneda,0.5567567567567567,0.6080000000000001,0.022049350649350652,0.24129034216024922,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,MALE,3,0,0,0,3.2,0.46,0.0,2.0,0.28,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,177.8,135,1,0,0,4.3,0.43,1.5,1.9,0.71,3,1,10,0,0,0,0,0,3,0,3,Orthodox,167.64,175.26,135,27,28,-1,0,-3,-3,-1,-10,0,0,-3,2.54,2.54,1,-1.1,-1.5,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.2183098591549296,0.2265625,0.10526315789473684,0.48881524440762225,0.29457364341085274,0.40373563218390807,300.0,900.0,True,False,0.75,1.0
Deiveson Figueiredo,Joseph Benavidez,0.6396396396396395,0.552,0.051226493506493505,0.13290324818314198,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,True,Flyweight,MALE,5,1,0,0,3.53,0.34,0.6,1.5,0.3,6,6,67,4,0,1,10,6,4,0,21,Southpaw,162.56,165.1,125,0,3,0,2.54,0.52,2.4,1.81,0.5,4,1,18,1,0,1,1,4,1,0,7,Orthodox,165.1,172.72,125,32,35,1,-3,2,14,5,49,3,2,3,-2.54,-7.62,3,0.99,-1.8,-0.31,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,Red,SUB,Rear Naked Choke,1.0,4:48,288.0,0.295774647887324,0.15625,0.1926514399205561,0.3562551781275891,0.13488372093023254,0.25287356321839083,288.0,288.0,True,False,0.75,0.0
Jack Hermansson,Kelvin Gastelum,0.6803603603603603,0.43520000000000003,0.10946194805194806,0.06267282418908841,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,2,0,0,3.75,0.43,0.1,0.8,0.35,5,5,43,2,0,3,2,3,2,0,10,Southpaw,175.26,180.34,185,1,0,0,5.13,0.48,0.7,2.23,0.36,4,3,20,0,0,0,2,3,2,0,7,Orthodox,185.42,195.58,185,32,28,1,0,1,3,2,23,2,0,0,-10.16,-15.24,-4,-1.38,-0.6,-1.43,1.0,7.0,6.0,,,,,,,6.0,,,,,,,,,,,,,7.0,,,,,,,Red,SUB,Heel Hook,1.0,1:18,78.0,0.221830985915493,0.140625,0.15789473684210525,0.347970173985087,0.4031007751937985,0.16666666666666669,78.0,78.0,True,False,0.6666666666666666,0.25
Marc Diakiese,Rafael Fiziev,0.6605405405405405,0.534,0.07127298701298701,0.09806453940478609,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,MALE,3,0,1,0,4.08,0.5,0.0,0.91,1.0,1,1,4,0,0,0,1,0,0,0,1,Switch,172.72,180.34,155,0,2,0,2.86,0.37,0.0,2.5,0.4,3,3,21,0,0,0,3,2,0,0,5,Orthodox,177.8,185.42,155,27,27,0,-1,-2,-4,-2,-17,0,-2,0,-5.08,-5.08,0,1.22,0.0,-1.59,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.20598591549295775,0.15625,0.3217477656405164,0.4142502071251036,0.2868217054263566,0.21695402298850575,300.0,900.0,False,True,0.5,1.0
Ariane Lipski,Luana Carolina,0.6756756756756757,0.52,0.09740259740259741,0.07096776591050927,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Flyweight,FEMALE,3,0,1,0,6.53,0.5,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,0,1,0,3.38,0.31,0.3,0.33,1.0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,170.18,125,26,27,0,0,0,0,-2,-6,0,0,0,0.0,5.08,1,3.15,1.7,-0.33,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar,1.0,1:28,88.0,0.20422535211267606,0.109375,0.22244289970208542,0.4142502071251036,0.32558139534883723,0.40373563218390807,88.0,88.0,True,False,2.0,0.6
Alexandre Pantoja,Askar Askarov,0.645045045045045,0.546,0.05534935064935065,0.12129034525702335,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,MALE,3,0,1,1,3.43,0.48,0.0,2.0,0.22,1,0,6,0,0,0,1,0,0,0,1,Orthodox,167.64,170.18,125,0,1,0,4.58,0.47,1.3,1.1,0.35,3,2,18,0,0,1,1,2,2,0,6,Orthodox,165.1,170.18,125,30,27,0,0,-2,-5,-2,-12,0,-2,-2,2.54,0.0,-3,-1.15,-1.3,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.198943661971831,0.140625,0.1926514399205561,0.36454018227009116,0.29457364341085274,0.367816091954023,300.0,900.0,False,True,1.0,2.0
Roman Dolidze,Khadis Ibragimov,0.6605405405405405,0.534,0.07127298701298701,0.09806453940478609,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,MALE,3,2,0,0,5.23,0.52,0.0,1.67,0.3,0,2,6,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,32,25,2,0,0,0,2,6,0,0,0,2.54,5.08,-7,5.23,0.0,1.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,4:15,255.0,0.27816901408450706,0.1875,0.23237338629592852,0.3396851698425849,0.22015503875968992,0.20977011494252873,255.0,255.0,True,False,1.0,0.0
Grant Dawson,Nad Narimani,0.6306306306306306,0.558,0.045454545454545456,0.1445161511092606,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Catch Weight,MALE,3,1,0,0,3.8,0.43,0.0,2.64,0.41,2,1,8,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,145,0,3,0,3.48,0.48,2.5,5.09,0.48,3,0,7,0,0,0,1,0,2,0,3,Switch,177.8,182.88,145,26,33,1,-3,-1,-1,1,1,0,0,-2,-5.08,-5.08,7,0.32,-2.5,-2.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.20950704225352115,0.1796875,0.11320754716981132,0.3935376967688484,0.4186046511627907,0.3103448275862069,300.0,900.0,True,False,1.0,0.0
Joe Duffy,Joel Alvarez,0.6,0.5800000000000001,0.03227363636363636,0.1870967951716956,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,MALE,3,0,1,0,2.55,0.33,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,155,2,0,0,2.56,0.33,0.8,0.75,0.6,2,3,14,0,0,0,1,1,2,0,4,Orthodox,177.8,185.42,155,32,26,-2,1,-1,-3,-2,-9,0,0,-2,12.7,10.16,-6,-0.01,-0.8,-0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,2:25,145.0,0.198943661971831,0.28125,0.1529294935451837,0.2899751449875725,0.27906976744186046,0.3103448275862069,145.0,145.0,False,True,0.0,1.0
Brett Johns,Montel Jackson,0.781981981981982,0.394,0.21428571428571427,0.029557392785615668,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Bantamweight,MALE,3,0,3,0,4.16,0.55,0.2,4.84,0.79,3,1,10,0,0,0,2,0,1,0,3,Southpaw,177.8,190.5,135,0,1,0,3.3,0.48,1.0,4.29,0.52,3,2,16,0,0,0,2,0,2,0,4,Orthodox,170.18,180.34,135,28,28,0,2,0,-1,-1,-6,0,0,-1,7.62,10.16,0,0.86,-0.8,0.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.2693661971830986,0.026562499999999996,0.182720953326713,0.3231151615575808,0.5193798449612403,0.20977011494252873,300.0,900.0,True,False,inf,1.0
Malcolm Gordon,Amir Albazi,0.7693693693693693,0.4132,0.16883116883116883,0.03990727638948965,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Flyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,180.34,125,30,26,0,0,0,0,0,0,0,0,0,-5.08,-7.62,-4,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1.0,4:42,282.0,0.295774647887324,0.13437500000000002,0.1727904667328699,0.2651201325600663,0.3875968992248062,0.1810344827586207,282.0,282.0,False,True,0.5,2.0
Davi Ramos,Arman Tsarukyan,0.7783783783783783,0.4,0.2012987012987013,0.03225808949011382,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,MALE,3,0,1,0,2.0,0.4,0.0,1.5,0.13,1,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,182.88,155,1,0,0,2.74,0.39,0.7,2.42,0.5,4,2,14,0,0,0,1,0,3,0,4,Orthodox,167.64,177.8,155,33,23,-1,1,-3,-3,-1,-8,0,0,-3,2.54,5.08,-10,-0.74,-0.7,-0.92,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.31338028169014087,0.0171875,0.1529294935451837,0.3728251864125932,0.4186046511627907,0.28160919540229884,300.0,900.0,False,True,0.0,1.5
Carlos Felipe,Serghei Spivac,0.7711711711711712,0.4092,0.17532467532467533,0.03728817968288569,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Heavyweight,MALE,3,1,0,0,2.08,0.39,0.6,3.74,0.66,1,2,6,0,0,0,0,0,1,0,1,Orthodox,190.5,198.12,260,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,245,25,25,1,0,1,1,2,6,0,0,1,7.62,7.62,0,2.08,0.6,3.74,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,Unknown,3.0,5:00,900.0,0.3221830985915493,0.171875,0.4111221449851043,0.3728251864125932,0.24496124031007752,0.23132183908045978,300.0,900.0,False,True,1.0,0.8
Calvin Kattar,Dan Ige,0.6176576576576576,0.5680000000000001,0.03227363636363636,0.18322582752965605,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,MALE,5,0,6,0,4.12,0.48,0.7,2.15,0.34,6,1,17,0,0,2,2,1,1,0,6,Orthodox,170.18,180.34,145,0,1,0,5.29,0.41,0.0,0.42,0.28,2,2,16,0,0,0,1,4,0,0,5,Orthodox,180.34,182.88,145,32,28,0,5,4,1,-1,1,0,-3,1,-10.16,-2.54,-4,-1.17,0.7,1.73,1.0,10.0,6.0,,,,,,,,,,6.0,,,,,,,,,,,,,10.0,,,,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.23239436619718312,0.1875,0.2522343594836147,0.3148301574150787,0.13023255813953488,0.25287356321839083,300.0,1500.0,True,False,0.5,0.0
Tim Elliott,Ryan Benoit,0.6699099099099098,0.5248,0.09740259740259741,0.07096776591050927,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Flyweight,MALE,3,1,0,0,2.8,0.4,0.2,0.2,0.16,1,4,17,0,0,1,0,2,0,0,3,Orthodox,165.1,172.72,125,3,0,0,3.41,0.46,1.2,4.31,0.55,2,9,33,1,0,0,3,0,1,0,4,Southpaw,170.18,167.64,125,33,30,-2,0,-1,-1,-5,-16,-1,2,-1,-5.08,5.08,-3,-0.61,-1.0,-4.11,1.0,,12.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.21126760563380284,0.1484375,0.13306852035749753,0.3231151615575808,0.48062015503875966,0.1810344827586207,300.0,900.0,True,False,0.8333333333333334,0.0
Jimmie Rivera,Cody Stamann,0.6699099099099098,0.5248,0.085612987012987,0.08025808825140418,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,MALE,3,0,1,1,4.51,0.49,0.0,3.34,0.48,3,1,20,0,0,2,3,0,0,0,5,Orthodox,167.64,162.56,145,2,0,0,4.1,0.4,0.0,0.7,0.23,5,3,23,0,0,1,4,1,0,0,6,Orthodox,162.56,172.72,145,31,30,-2,2,-2,-1,-2,-3,0,-1,0,5.08,-10.16,-1,0.41,0.0,2.64,1.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,10.0,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.19542253521126762,0.109375,0.27209533267130087,0.33140016570008285,0.4031007751937985,0.2672413793103448,300.0,900.0,True,False,inf,0.6666666666666666
Molly McCann,Taila Santos,0.6659459459459459,0.528,0.09740259740259741,0.07096776591050927,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Flyweight,FEMALE,3,1,0,0,4.23,0.49,1.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,0,3,0,6.49,0.49,0.9,2.59,0.33,3,1,11,0,0,0,3,0,0,0,3,Orthodox,162.56,157.48,125,30,27,1,-3,-3,-3,0,-8,0,0,0,2.54,15.24,-3,-2.26,0.1,-1.59,1.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.19542253521126762,0.13125,0.3217477656405164,0.347970173985087,0.3565891472868217,0.2600574712643678,300.0,900.0,False,True,0.6666666666666666,0.8
Abdul Razak Alhassan,Mounir Lazzez,0.5963963963963963,0.5840000000000001,0.031149999999999997,0.19483873045577468,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,0,3,0,4.59,0.46,0.0,0.57,0.33,3,1,7,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,170,34,32,0,-3,-3,-4,-1,-7,0,-4,0,7.62,0.0,-2,-4.59,0.0,-0.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.3573943661971831,0.25,0.2919563058589871,0.45567522783761394,0.10542635658914729,0.1810344827586207,300.0,900.0,False,True,0.0,0.5
